corridorName,direction,tapInStopsName,tapOutStopsName,payCardBank,payCardSex
Kampung Melayu - Pondok Kelapa,0.0,Klapa Village H. Naman,Sbr. TPU Pondok Kelapa,dki,F
Cibubur Junction - Blok M,1.0,FX Sudirman,Rest Area TMII,dki,F
Tanah Abang - Jembatan Lima,0.0,Simpang KH Hasyim Cideng Barat,Ps. Mitra,dki,M
Taman Waduk Papanggo - Kota Tua,0.0,Gg. Burung Dalam,Term. Kota Intan,online,M
BSD Serpong - Fatmawati,0.0,Versailles,St. MRT Fatmawati,flazz,F
Depok - BKN,1.0,Balaikota Depok 2,Term. Depok Baru,flazz,F
Senen - Blok M,1.0,Monas 2,IRTI,emoney,M
Pasar Minggu - Tanah Abang,0.0,Menara Mulia,Grand Pasar Minggu,dki,F
Cempaka Putih - Pulo Gadung via Kelapa Gading,0.0,Ruko Gading Bukit Indah,Sherwood,dki,M
Tanjung Priok - Tanah Merdeka,1.0,Sbr. Jln. Melur Tugu VI,RSUD Tugu Koja,dki,M
Ragunan - MH Thamrin via Semanggi,1.0,Departemen Pertanian,Ragunan,bni,F
Puri Kembangan - Sentraland Cengkareng,0.0,Jln. KH Hasim,Puri Kembangan,dki,F
Tanjung Priok - Pluit,0.0,Mangga Dua,Penjaringan,dki,M
Puri Beta - Dukuh Atas,1.0,Pancoran Barat Arah Barat,Puri Beta 2,dki,F
Kalimalang - Duren Sawit,0.0,Buaran Raya,Masjid Nururrohman Pondok Kopi,brizzi,F
Palem Semi - Bundaran Senayan,0.0,Bundaran Senayan 1,Bundaran Senayan 2,dki,M
Dukuh Atas - Casablanca via Epicentrum Raya,1.0,Epiwalk Epicentrum,Sbr. Puskesmas Setiabudi,emoney,F
Kampung Melayu - Duren Sawit,1.0,STMT Trisakti 2,SPBU Jln. DI Panjaitan,emoney,M
Rusun Kapuk Muara - Penjaringan,0.0,Rusun Kapuk Muara,Penjaringan,dki,F
Puri Beta - Ragunan,0.0,Kebayoran Lama,Ragunan,brizzi,F
Poris Plawad - Bundaran Senayan,0.0,Palem Semi 1,Slipi Kemanggisan Arah Selatan,emoney,F
Pulo Gebang - Pulo Gadung 2 via PIK,1.0,Warung Jengkol,Gg. Aim 2,dki,M
Poris Plawad - Bundaran Senayan,0.0,Hotel Olive 1,Palem Semi 1,emoney,F
Pinang Ranti - Pluit,0.0,Pancoran Tugu Arah Barat,Penjaringan,dki,M
Tanah Abang - Jembatan Lima,1.0,Sekolah Bhineka Tunggal Ika,Simpang Tanah Abang II Cideng,online,F
Grogol - Meruya via Roxy,0.0,Sbr. Kel. Duri Kepa,Jln. Duri Tol,online,F
Blok M - Pasar Minggu,1.0,Jln. Poncol Jaya 1,Ps. Santa,emoney,F
Kampung Melayu - Pondok Kelapa,1.0,Jln. Jatinegara Timur IV,Term. Kampung Melayu 2,dki,M
Rusun Sindang Koja - Kp. Sawah,0.0,Permai Koja 2,Sbr. Ps. Pagi Raya Cilincing,emoney,M
Rusun Tambora - Pluit,0.0,Jembatan Besi,Jembatan Tiga Arah Utara,flazz,F
Grogol - Meruya via Roxy,1.0,SMKN 60,Jln. Tj. Duren Utara V,bni,M
Jambore Cibubur - Pasar Rebo,1.0,Gereja Jemaat Kiwi,GOR Popki Cibubur,online,F
Kalideres - Puri Kembangan,0.0,Klinik Persada Sari,Transjakarta Pool Rawa Buaya,emoney,F
Pantai Maju - Balai Kota,1.0,SMAK Penabur Enam 2,Food Street,dki,M
Cibubur Junction - Blok M,0.0,Kejaksaan Agung,Blok M Jalur 4,dki,F
Lebak Bulus - Pasar Baru via Tomang,1.0,Pondok Indah 1,Lebak Bulus,brizzi,F
Rusun Rawa Bebek - Bukit Duri,1.0,Flyover Klender,Walikota Jakarta Timur,dki,F
Rusun Penjaringan - Penjaringan,1.0,Penjaringan,Rusun Penjaringan,brizzi,F
Ciputat - CSW,0.0,Jln. Wr Supratman,Jln. Pahlawan,dki,M
Cibubur - Kuningan,1.0,Gedung Granadi,Buperta Cibubur,dki,M
Lenteng Agung - Aseli,1.0,Sbr. Masjid Jami Asy Syakirin,Jln. Aselih,emoney,F
Kalibata - Kuningan,1.0,Masjid Al Barakah Assyafiiyah,St. Tebet 2,brizzi,M
Terminal Tanah Merah - Pulo Gadung,1.0,Simpang Gading Mas Biru Laut,Taman Jogging Kelapa Gading 1,brizzi,F
Pulo Gadung - Kota,0.0,Sbr. Jembatan Sukamulya III,Jln. Angkasa 1,dki,M
Bekasi Timur - Cawang,1.0,BNN LRT,Bulak Kapal 2,dki,M
Stasiun Palmerah - Tosari,0.0,Senayan JCC Arah Timur,Karet Sudirman,brizzi,F
Kampung Melayu - Tanah Abang,0.0,Jln. Karet Pasar Baru Barat VII,Jln. Karet Pasar Baru Barat IV,dki,F
Kampung Melayu - Pulo Gebang via BKT,0.0,Flyover Radin Inten 1,Jln. Kel. Raya,online,M
Ciputat - CSW,0.0,Pondok Indah 2,Kejaksaan Agung,dki,M
Kebayoran Lama - Tanah Abang,1.0,St. Palmerah,Hotel Mulia,dki,M
Senen - Lebak Bulus,0.0,Pegangsaan Timur,Departemen Kesehatan,emoney,M
Terminal Tanjung Priok - Ancol Barat,0.0,Sekolah Yanindo Jakarta,KPP Pratama Jakarta Pluit,brizzi,M
Kampung Melayu - Tanah Abang via Cikini,1.0,Dinas Olahraga Dan Pemuda,Term. Kampung Melayu 2,dki,F
Kebayoran Lama - Tanah Abang,0.0,Iskandar Muda,Teuku Nyak Arief,dki,M
Cempaka Putih - Pulo Gadung via Kelapa Gading,0.0,Ruko Gading Bukit Indah,Raya Gading Bukit Indah,bni,F
Kebayoran Lama - Jelambar,0.0,Permata Hijau 1,Juraganan,dki,M
Cilincing - Rorotan,1.0,Ramayana Semper,Koja Trade Mall,bni,M
Terminal Tanah Merah - Pulo Gadung,0.0,Sbr. Masjid Al Mumin,Pulo Gadung 5,dki,F
Kelapa Gading - Rusun Kemayoran,1.0,SPBU Yos Sudarso,Singapore International School,bni,F
PGC 2 - Tanjung Priok,1.0,Ahmad Yani Bea Cukai,Cawang Soetoyo,dki,M
Rawamangun - Duren Sawit,1.0,Kavling Pengadilan Jln. Dermaga,Komplek Abadi 1,bni,M
Pulo Gadung - Monas,1.0,Monas,Rawa Selatan,dki,M
Terminal Kampung Melayu - Kapin Raya,1.0,Cipinang Melayu Kalimalang,SMK Hatawana,dki,F
Cilincing - Rorotan,1.0,Sbr. Cilincing Baru Raya,Gereja Katholik Salib Suci,dki,F
Kalibata - Kuningan,0.0,Sbr. Jln. Tebet Utara III,Keselamatan,flazz,F
Semper - Rorotan,0.0,Rusun Nagrak,Sbr. SMP Nurul Falah,dki,M
Batusari - Grogol,0.0,Pemadam Tj. Duren,UKRIDA,dki,F
Universitas Indonesia - Lebak Bulus,0.0,Poins Square,St. MRT Lebak Bulus,flazz,M
Lebak Bulus - Andara,0.0,Al Izhar Pondok Labu 2,Sekolah Darussalam H. Ipin,dki,M
Meruya - Blok M,0.0,Jln. H. Rohimin Swadarma,Kartini Hospital 2,dki,F
Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,1.0,Jln. Tebet Timur Dalam VIII J,Rusun Harum Tebet,dki,M
Monas - Pantai Indah Kapuk,0.0,IRTI,Melody Golf,dki,F
Harapan Indah - ASMI,1.0,Lion Metal 2,KPP Pratama Cakung 2,emoney,F
Blok M - Kota,1.0,Bendungan Hilir,Kejaksaan Agung,dki,M
Rusun Pesakih - Kalideres,0.0,Jembatan Pesakih Semanan,Pintu 2 Jembatan Semanan Raya,dki,F
Pinang Ranti - Pluit,0.0,Slipi Petamburan Arah Utara,Pluit,dki,M
Pulo Gadung - Monas,0.0,RSPAD,Istiqlal,brizzi,M
Ciputat - Kampung Rambutan,1.0,Lebak Bulus,Jln. Sandratex 2,flazz,M
Bintara - Cipinang Indah,0.0,Al Khairiyah School,Puskesmas Duren Sawit,emoney,F
Rusun Rawa Bebek - Penggilingan,1.0,Penggilingan 1,Rusun Rawa Bebek,flazz,M
Pesanggrahan - Blok M,1.0,Jln. Palatehan,SMPN 235,emoney,F
Rusun Rawa Bebek - Kodamar,1.0,Gg. Aim 2,Pintu Masuk PIK 2,emoney,F
Taman Kota - Budi Luhur,0.0,Komplek BPPT,Sbr. Jln. Kampung Baru,dki,F
Joglo - Blok M,0.0,Iskandar Muda,Masjid Nurul Iman Joglo,emoney,F
BSD Serpong - Fatmawati,0.0,Versailles,St. MRT Fatmawati,dki,F
Rawamangun - Duren Sawit,0.0,RSUP Persahabatan,Term. Rawamangun,dki,M
Kampung Melayu - Pondok Kelapa,1.0,Sbr. Dirjen Anggaran,Simpang Jatinegara Timur IV,bni,M
Kampung Rambutan - Pondok Gede,0.0,SMPN 6 Bekasi,Jln. Rawa Segaran,dki,F
Stasiun Palmerah - Bundaran Senayan,0.0,Taman Ria,Senayan JCC Arah Timur,dki,F
Cibubur - Balai Kota,0.0,Benhil 3,St. Sudirman 2,emoney,F
Kalideres - Bundaran HI via Veteran,1.0,Rawa Buaya,Dispenda Samsat Barat,flazz,M
Terminal Kampung Melayu - Terminal Klender,1.0,Flyover Jatinegara 2,Jln. Cipinang Muara III,flazz,M
Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0.0,Tebet Eco Park Selatan 5,Jln. Tebet Timur Dalam VIII J,dki,M
Tongtek - Tebet Eco Park (TEP) - Cililitan,0.0,Jln. Tebet Timur Dalam III,Pertigaan Dewi Sartika,dki,F
Kampung Melayu - Pulo Gebang via BKT,0.0,Taman Ut Aheme,Sbr. Swadaya Raya,dki,M
Stasiun Manggarai - UI,0.0,St. Lenteng Agung 1,Univ. Indonesia,brizzi,F
Kampung Rambutan - Juanda via Pasar Baru,0.0,Pasar Cempaka Putih,Monas,dki,F
Pinang Ranti - Pramuka,0.0,Garuda Taman Mini,BKN,dki,M
Tanjung Priok - Blok M,0.0,Pademangan,Tomang Mandala,dki,F
Pulo Gebang - Rorotan,0.0,Gempol Baru 2,Sbr. Komplek Sltp 200,online,F
Rusun Rawa Bebek - Kodamar,0.0,Perum Tpi 1,Pulo Mas Ruko,dki,F
Kebayoran Lama - Tanah Abang,0.0,Yayasan Muhammadiyah 2,Pospol Jati Bunder,flazz,F
Cinere - Bundaran Senayan,0.0,Gelora Bung Karno 1,Bundaran Senayan 1,emoney,M
Rusun Pesakih - Kalideres,1.0,Pertamina Kalideres Daan Mogot,Pesakih 1,dki,M
Kelapa Gading - Rusun Kemayoran,1.0,Wisma SMR,Mitra Gading Villa,flazz,M
Summarecon Bekasi - BNN,0.0,Jatibening 1,Cawang Blue Bird,flazz,F
Lebak Bulus - Cipulir,0.0,Jln. Gambas Kodam Bintaro,Jln. Cempedak Pesanggrahan,emoney,M
Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,1.0,Tebet Eco Park Selatan 2,Jln.Tebet Barat V,flazz,F
Blok M - Kota,1.0,Tosari,Bundaran Senayan,dki,M
Pangkalan Jati - Rawamangun,0.0,Pool Pangkalan Jati,Simpang Balai Pustaka Timur Waru,dki,M
Terminal Kampung Melayu - Terminal Klender,1.0,Jln. Aneka Elok 2,Simpang Lingkar Duren Sawit,emoney,M
Ragunan - Dukuh Atas 2,0.0,Kuningan Timur,Karet Kuningan,brizzi,M
Harmoni - Jakarta International Stadium,0.0,Sbr. Taman BMW,Sunter Muara,brizzi,F
Tanah Abang - Kota,0.0,Jln. Taman Sari I,Jln. Manggis Pangeran Jayakarta,dki,F
Kp. Rambutan - Taman Wiladatika,0.0,Sbr. Jln. Bumi Sutera Cibubur,Sbr. Masjid Jami Fathur Ghofur,brizzi,M
Ragunan - Dukuh Atas 2,0.0,Karet Kuningan,Latuharhary,online,M
Ragunan - Blok M via Kemang,1.0,Simpang Kemang Selatan 2,Kementerian Pertanian,brizzi,M
Rusun Cipinang Besar Selatan - Penas Kalimalang,0.0,TPU Kb. Nanas 2,STMT Trisakti 2,bni,F
Tanjung Priok - Sukapura,1.0,Gg. Bambu Sukapura,RSU Pekerja Sukapura,dki,F
Rempoa - Blok M,0.0,Mayestik 2,RS Pusat Pertamina 3,dki,F
Cilangkap - Cililitan,1.0,Jln. Dukuh II,Sbr. Jln. SMPN 160,dki,F
Harapan Indah - ASMI,1.0,KPP Pratama Cakung 2,Sbr. Ps. Ujung Menteng,bni,M
Cibubur - Balai Kota,1.0,Karet Sudirman 1,Cibubur Junction,dki,M
Cilincing - Rorotan,1.0,Jln. Nanggala Dewa Kembar,Koja Trade Mall,dki,M
Rusun Rawa Bebek - Kodamar,1.0,Gg. Sawo 2,Pintu Masuk PIK 2,online,M
Bulak Turi - Tanjung Priok,1.0,Simpang Camar 2,Sbr. Kebantenan VIII,dki,M
Tanah Abang - Stasiun Gondangdia,0.0,Masjid Cut Nyak Dien,JPO Blok G,dki,F
Matraman Baru - Ancol,1.0,Matraman 1,Tegalan,dki,M
Poris Plawad - Bundaran Senayan,0.0,Benteng Betawi,Rest Area Km 13 Merak Jakarta,online,F
Puri Beta 2 - Tendean,1.0,Adam Malik,Puri Beta 2,flazz,F
Stasiun Manggarai - UI,0.0,Pemadam Pos Tebet,Sbr. H. Samali,dki,F
Roxy - Benhil,0.0,Jln. Mutiara Benhil,Jln. Bendungan Jatiluhur IV,dki,M
Puri Beta - Pancoran Barat,0.0,Swadarma,Seskoal,dki,M
Rawamangun - Klender,0.0,Klinik Hemodialisa Pandaoni Medika,Total Buah Rawamangun,dki,M
Tanjung Priok - Plumpang,0.0,Jln. Swasembada Timur 5,Kantor Walikota Jakut 1,emoney,F
TU Gas - Bundaran Senayan,1.0,Bundaran Senayan,Dukuh Atas,bni,M
Term. Rawamangun - Term. Manggarai,1.0,Bank BRI Kayu Manis,Jln. Rawamangun Selatan 2,brizzi,F
Pulo Gadung 2 - Kuningan,1.0,Pemuda Rawamangun,Pasar Pulo Gadung,dki,M
Tanah Abang - Meruya,1.0,Kantor PJU,SDN Palmerah 09,bni,M
Rusun Marunda - Tanjung Priok,1.0,STIP,Rusun Marunda 2,emoney,F
Rusun Pondok Bambu - Walikota Jakarta Timur,0.0,Jln. Serdang,Kasi Dikdas 1,dki,F
Kampung Melayu - Pulo Gebang via BKT,1.0,Masjid Jami Al Inayah,Buaran Plaza,emoney,M
Andara - Stasiun Universitas Pancasila,0.0,St. Lenteng Agung 1,Gg. Durian,dki,M
Harapan Baru - Pulo Gebang via Rawa Kuning,1.0,THB Cluster Nirwana,Ruko Taman Cemara,dki,M
Kampung Rambutan - Lebak Bulus,1.0,Jln. Mujair Raya,Term. Kampung Rambutan,bni,M
Kampung Melayu - Pulo Gadung,1.0,Sbr. SMPN 232,Simpang Gading Pori Raya,dki,F
Matraman Baru - Ancol,1.0,Senen Sentral,Pal Putih,dki,F
Blok M - Kota,1.0,Olimo,Blok M,emoney,M
Rusun Pondok Bambu - Walikota Jakarta Timur,0.0,Jln. H. Aman,Perumnas Klender 2,emoney,F
Cilincing - Rorotan,0.0,Kel. Marunda,Malaka 1 Gg. Veteran,flazz,F
Cililitan - Condet,0.0,Sbr. Kel. Balekambang,Midi Utama Condet Raya,flazz,F
Rusun Kapuk Muara - Penjaringan,1.0,Penjaringan,Rusun Kapuk Muara,emoney,F
Ragunan - MH Thamrin via Kuningan,1.0,Pejaten,SMK 57,dki,M
Ciputat - CSW,0.0,Pusdiklat Kemenag 1,Komplek Mandiri Giant Express 1,emoney,F
Cinere - Bundaran Senayan,0.0,SPBU Limo Cinere,FX Sudirman,online,M
Pinang Ranti - Bundaran Senayan,1.0,Tegal Parang Arah Timur,Pinang Ranti,emoney,M
PGC 2 - Grogol 2,0.0,Tebet Eco Park II Arah Barat,Kuningan Barat,bni,F
Monas - Pantai Indah Kapuk,1.0,Pantai Maju,Monas 2,dki,F
Ragunan - Blok M via Kemang,1.0,Yayasan Al Kholidin,Kantor Walikota Jaksel,bni,F
Pulo Gadung - Monas,0.0,Rawa Selatan,Atrium,dki,F
Kampung Melayu - Pulo Gebang via BKT,1.0,Komplek Wijaya Kusuma 1,Dinas Kebersihan Duren Sawit,dki,M
Ragunan - Gelora Bung Karno,1.0,Departemen Pertanian,Ragunan,dki,M
Universitas Indonesia - Lebak Bulus,0.0,St. Universitas Pancasila,Jagakarsa St. Lenteng Agung,online,F
Ciputat - Kampung Rambutan,0.0,Pool PPD Ciputat,Pondok Pinang,dki,M
Term. Rawamangun - Term. Manggarai,0.0,Tip Top Rawamangun,Jln. Cipinang Timur Persahabatan,dki,M
Rusun Marunda - Tanjung Priok,1.0,Tanjung Priok,Rusun Marunda,dki,M
Kampung Rambutan - Pondok Gede,1.0,Sbr. Jln. Mandor Munding,Griya Kukila Halim Perdanakusuma,dki,M
Gondangdia - Senen,0.0,Tugu Tani 1,Atrium 1,dki,F
Bekasi Barat - Blok M,1.0,RS Mitra Keluarga 2,Summarecon Bekasi,brizzi,M
Gondangdia - Senen,0.0,Atrium 2,Wahidin 1,dki,F
Bekasi Barat - Kuningan,1.0,Cipta Rasuna Said,RS Mitra Keluarga 2,brizzi,M
Rusun Waduk Pluit - Penjaringan,1.0,RS Pluit,Sbr. Gg. Marlina,online,F
Puri Beta - Ragunan,1.0,Pejaten,Mayestik,dki,M
Cililitan - Condet via Kayu Manis,1.0,Yayasan Adi Luhur Gedong,Sbr. Masjid Al Hawi Cililitan,dki,F
Kalideres - Gelora Bung Karno,0.0,Senayan JCC Arah Barat,Dispenda Samsat Barat,dki,M
Cawang UKI - Lubang Buaya,1.0,Simpang Squadron,Sekolah Fatimiyah Perdana Kusuma,flazz,F
Depok - BKN,1.0,Balaikota Depok 2,Term. Depok Baru,dki,M
Gondangdia - Senen,1.0,Kel. Senen,Sekolah Penabur Gunung Sahari,bni,M
Kampung Melayu - Duren Sawit,1.0,Univ. Borobudur 2,Simpang Merak Cipinang Indah,dki,M
Puri Beta - Pancoran Barat,1.0,Tendean,Mayestik,dki,F
Taman Kota - Budi Luhur,1.0,Simpang Permata Meruya 2,Jln. Mawar Kav DKI,flazz,F
Stasiun Tebet - Karet via Underpass,0.0,Satrio 6,UPT. LLHD 2,dki,M
Kampung Rambutan - Pondok Gede,0.0,Pertigaan H. Sadjim 3,RS Adhiyaksa,dki,F
Tanjung Priok - Pluit,1.0,Landmark Pluit Auto Plaza,Sunter Karya,emoney,M
Monas - Pantai Indah Kapuk,1.0,Monas 3,IRTI,dki,F
Ciledug - Tendean,0.0,Swadarma,Seskoal,emoney,M
Poris Plawad - Bundaran Senayan,0.0,Slipi Petamburan Arah Utara,Senayan JCC Arah Timur,dki,F
Blok M - Andara,1.0,Sbr. Gereja HKBP Cipete,Hotel Melawai,dki,F
Puri Beta - Pancoran Barat,1.0,JORR,Puri Beta 2,emoney,F
Terminal Rawamangun - Cipinang Muara,1.0,Sbr. Jln. H. Hanafi Cipinang,Yayasan Perguruan Rakyat 2,dki,F
Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0.0,Tebet Eco Park Selatan 4,Jln. Tebet Timur Dalam VIII J,dki,M
Stasiun Tebet - Karet via Patra Kuningan,1.0,Ambassador,Kota Kasablanka,dki,F
Ciledug - Tendean,0.0,Seskoal,Rawa Barat,dki,F
PGC - Juanda,1.0,Pal Putih,BKN,emoney,F
Pinang Ranti - Pulo Gadung,1.0,Pangkalan Jati,Ps. Pondok Gede,dki,F
Lebak Bulus - Ragunan,0.0,Gg. Musholla Ragunan,Ragunan 2,dki,M
Cililitan - Kp. Pulo,1.0,Sbr. Jl H Emuntipala I,Gereja Oikumene,dki,F
S. Parman - Tanah Abang,0.0,Jln. Kesehatan IV Cideng Timur,Jln. Taman Kb. Sirih,flazz,F
Grogol - Srengseng,1.0,GBI Sungai Yordan,Jln. Taman Surya I,emoney,F
Tanah Abang - Grogol via Tawakal,0.0,Explorer Tanah Abang,Jln. Kota Bambu Selatan IV,dki,F
Kalimalang - Duren Sawit,0.0,Nurul Fikri Buaran,RSU Dr Euis,emoney,F
Kp. Rambutan - Kalisari,1.0,Sbr. Jln. Damai Kalisari,Term. Kampung Rambutan,online,M
Cibubur - Balai Kota,1.0,Bank Indonesia 1,Wisma Nusantara,dki,F
Bekasi Timur - Cawang,0.0,Jln. Bakti,BTC,emoney,M
Gondangdia - Senen,0.0,RSPAD 1,Wahidin 1,bni,F
Batusari - Grogol,1.0,SMAN 65,Yayasan Alkahfi Jakbar,brizzi,F
Kampung Rambutan - Pasar Rebo via Poncol,1.0,Sbr. MTsN 7 Model Jakarta,Jln. Bungur Akses Term. 2,emoney,M
Rusun Cipinang Besar Selatan - Penas Kalimalang,1.0,Penas Kalimalang 2,STMT Trisakti 1,flazz,F
Rusun Penjaringan - Penjaringan,0.0,Rusun Penjaringan,Penjaringan,online,F
Pulo Gadung 2 - Tosari,1.0,Pramuka BPKP,TU Gas,dki,F
Kampung Rambutan - Juanda via Pasar Baru,0.0,RS Islam,Senen,emoney,M
Pulo Gebang - Rorotan,1.0,Sbr. Masjid At Taqwa Karang Tengah,Jln. Rorotan IX Gg. IV,online,F
Cilincing - Rorotan,0.0,Musholla Al Mukhlisin 1,Sbr. SMKN 49,flazz,M
Tanjung Priok - Pluit,1.0,Museum Fatahillah,Gunung Sahari Mangga Dua,dki,M
Bekasi Barat - Blok M,1.0,Blok M Jalur 4,Komdak 2,emoney,F
Ragunan - Gelora Bung Karno,0.0,Ragunan,Tendean,bni,F
Lebak Bulus - Ragunan,0.0,Ragunan 2,Term. Ragunan,dki,F
Rusun Pondok Bambu - Walikota Jakarta Timur,0.0,Perumnas Klender 2,Walikota Jakarta Timur 1,dki,F
Rusun Komarudin - Penggilingan,1.0,Penggilingan,Rusun Komarudin,flazz,F
Ragunan - Dukuh Atas 2,1.0,GOR Sumantri,Patra Kuningan,flazz,M
Kampung Rambutan - Pasar Rebo via Poncol,1.0,Jln. Pule Ciracas,Sbr. Jln. Bungur VIII Rambutan,online,M
Senen - Lebak Bulus,0.0,Pejambon,GOR Sumantri,emoney,F
Kebayoran Lama - Tanah Abang,0.0,Ps. Inpres Kebayoran,Masjid Jami Al Makmur 2,dki,M
Kebayoran Lama - Jelambar,1.0,Slipi Petamburan Arah Selatan,Jln. Simprug Golf 2,dki,F
Senen - Lebak Bulus,1.0,Kuningan Madya,Term. Senen,dki,F
Andara - Stasiun Universitas Pancasila,1.0,Andara Margasatwa 4,Jln. H. Terin Pangkalan Jati,dki,F
PGC - Juanda,0.0,Cawang Otista,Kramat Sentiong,dki,M
Kampung Melayu - Tanah Abang,1.0,Casablanca,Telkom Tebet,dki,F
Grogol - Tubagus Angke,0.0,Kusuma Timur Vihara Dharma Bhakti,Simpang Indraloka 2,online,M
Rusun Rawa Bebek - Kodamar,0.0,Pulo Mas 2,Yos Sudarso Kodamar 2,dki,M
Senen - Pisangan Baru,1.0,Wahidin 1,Term. Senen,dki,F
BSD - Jelambar,1.0,Batalyon Kavaleri 2,Melati Mas Residence 2,brizzi,F
Blok M - Andara,0.0,Komplek RSPP,Andara Margasatwa 1,dki,F
Kampung Melayu - Pulo Gebang via BKT,0.0,Perumnas Klender,Komplek Abadi 2,bni,F
PGC 2 - Tanjung Priok,0.0,Cempaka Mas,Permai Koja Arah Utara,dki,F
Pulo Gadung - Rawa Buaya via Balai Kota,0.0,Jembatan Baru,Rawa Buaya,dki,M
Cinere - Kuningan,0.0,Kemenkes 2,Kedubes Malaysia,dki,F
Blok M - Universitas Indonesia,1.0,Santo Lukas,Masjid At Taqwa 1,dki,M
Kampung Melayu - Duren Sawit,1.0,Gg. H. Bunen 2,Simpang Otista III Selatan,bni,F
Kampung Rambutan - Pinang Ranti,1.0,Garuda Taman Mini 1,Term. Kampung Rambutan,dki,M
Dwikora - Penas Kalimalang,1.0,Simpang Mandala Maphalindo,Lapangan Bola Danu Setiawan,dki,M
Lebak Bulus - Pasar Baru via Tomang,1.0,Duri Kepa,Kebon Jeruk,flazz,M
Puri Beta - Kuningan (Express),1.0,GOR Sumantri,Velbak,dki,M
Terminal Rawamangun - Cipinang Muara,1.0,St. Klender 2,SMKN 50,dki,M
Tanah Abang - Kebayoran Lama,1.0,Jln. Asshofa Raya,Sbr. Sekolah Bethel,flazz,M
Harmoni - Jakarta International Stadium,1.0,Kemayoran Landas Pacu Timur,Danau Agung,dki,F
Andara - Stasiun Universitas Pancasila,0.0,Jln. Raya Lenteng Agung,St. Univ. Pancasila Jak Lingko,brizzi,M
Rusun Pondok Bambu - Walikota Jakarta Timur,1.0,Kodim 0505 2,Flyover Radin Inten 1,dki,F
Harapan Baru - Pulo Gebang via Rawa Kuning,1.0,Kota Harapan Indah 1,Jln. Permata Indah 8,dki,F
Bintaro - Blok M,1.0,Flyover Bintaro,SPBU Bintaro Pondok Betung,online,F
Kampung Rambutan - Pasar Rebo via Poncol,1.0,Jln. Busika Raya Ciracas,Term. Kampung Rambutan,emoney,M
Tanah Abang - Kebayoran Lama,0.0,Jln. Limo Grogol Utara,Sbr. Kimia Farma Grogol Utara,bni,F
Blok M - Pasar Minggu,1.0,Grand Pasar Minggu,Wolter Monginsidi,dki,F
Lebak Bulus - Andara,1.0,Simpang Adiaksa,Jln. Adiaksa II,emoney,M
Puri Beta 2 - Tendean,0.0,Mayestik,Tirtayasa,bni,M
Bulak Ringin - Kampung Rambutan,1.0,Sbr. MI Attarbiyatuddiniyah,Mushola Al Muhajirin Cibubur,bni,F
Kampung Rambutan - Pasar Rebo via Poncol,1.0,Masjid Jami Fathurrahman Ciracas,Kel. Ciracas,emoney,M
Gondangdia - Senen,0.0,Gambir 3,RSPAD 3,brizzi,F
Ragunan - Blok M via Kemang,1.0,Sbr. Villa Ampera,Ampera 4,dki,M
Rusun Cipinang Muara - Jatinegara,0.0,Imigrasi Jaktim 1,SMPN 14,flazz,F
Pasar Minggu - Tanah Abang,1.0,Term. Pasar Minggu,PMI,dki,F
Pantai Maju - Kota,0.0,Fresh Market PIK,Polsek Penjaringan,bni,F
Matraman Baru - Ancol,0.0,Pal Putih,Budi Utomo,flazz,M
Rusun Flamboyan - Cengkareng,1.0,Sbr. Ps. Cengkareng,Puskesmas Cengkareng,brizzi,F
Harapan Baru - Pulo Gebang via Rawa Kuning,0.0,Sbr. SDN Pulo Gebang 20,Gg. Damai,dki,F
PGC 2 - Grogol 2,1.0,Slipi Petamburan Arah Selatan,Pancoran Barat Arah Timur,flazz,F
Rusun Marunda - Rusun Waduk Pluit,1.0,Gg. Elektro,STIP,dki,M
Cilincing - Rorotan,0.0,Puskesmas Cilincing,Sbr. Rusun Rorotan,dki,M
Cempaka Putih - Pulo Gadung via Kelapa Gading,1.0,Simpang Kepu Kesadaran,Komplek BKN Sumur Batu,dki,M
Bekasi Barat - Kuningan,0.0,Kuningan Madya 2,Menara Duta,dki,F
Rusun Komarudin - Penggilingan,1.0,Penggilingan,Rusun Komarudin,dki,F
Rusun Cakung Barat - Pulo Gadung,0.0,Tipar Cakung,Rusun Cakung Barat Albo,bni,F
Cibubur - Balai Kota,0.0,Cibubur Junction,MH Thamrin 2,emoney,M
Cibubur Junction - Blok M,0.0,Summitmas,Kejaksaan Agung,brizzi,F
Bulak Turi - Tanjung Priok,1.0,Sbr. Kebantenan IX,Bulak Turi,emoney,M
Harmoni - Jakarta International Stadium,1.0,Simpang Danau Sunter Utara Barat,Jembatan Item,brizzi,M
Senen - Pulo Gadung via Kelapa Gading,0.0,Sbr. SMPN 10,Term. Senen,dki,M
Rusun Rawa Bebek - Bukit Duri,0.0,Perumnas Klender,Buaran,online,F
Tanah Abang - Meruya,0.0,Perumahan Perwira Mabad,YPI Al Huda Kb. Jeruk,emoney,F
Lebak Bulus - Cipulir,1.0,Sbr. Jln. Beo,ITC Cipulir,dki,F
Lebak Bulus - Petukangan,0.0,Yon Arhanud - 10 Pesanggrahan,Jln. Manunggal II Petukangan,dki,F
